Algorithms                , Algorithm_ID         , DPA_METHODS, FEE_METHODS, FES_METHODS, CLF_METHODS, END_METHODS       , END_TO_END_METHODS, DPA_METHODS_ID, FEE_METHODS_ID, FES_METHODS_ID, CLF_METHODS_ID, END_METHODS_ID, END_TO_END_METHODS_ID, accuracy          , train_time           , test_time
TLDUMMY-MEKT-RFECV-LR     , "[0, 0, 0, 0, 68, 0]", TLDUMMY    ,            ,            ,            , MEKT-RFECV-LR     ,                   ,              0,              0,              0,              0,             68,                     0, 0.9455555555555556,   2.2943801403045656 , 0.3480774164199829
TLDUMMY-MEKT-RFECV-SVM    , "[0, 0, 0, 0, 69, 0]", TLDUMMY    ,            ,            ,            , MEKT-RFECV-SVM    ,                   ,              0,              0,              0,              0,             69,                     0, 0.9200000000000002,   2.3070043087005616 , 0.37337982654571533
TLDUMMY-MEKT-RFECV-MLP    , "[0, 0, 0, 0, 70, 0]", TLDUMMY    ,            ,            ,            , MEKT-RFECV-MLP    ,                   ,              0,              0,              0,              0,             70,                     0, 0.9155555555555555,   2.359597325325012  , 0.3493576765060425
EA-RKNN                   , "[1, 0, 0, 0, 1, 0]" , EA         ,            ,            ,            , RKNN              ,                   ,              1,              0,              0,              0,              1,                     0, 0.8088888888888889,   0.21795961856842042, 1.8030515670776368
EA-RKSVM                  , "[1, 0, 0, 0, 2, 0]" , EA         ,            ,            ,            , RKSVM             ,                   ,              1,              0,              0,              0,              2,                     0, 0.9055555555555556,   0.4974967002868652 , 0.2274158477783203
EA-ABC-MDM                , "[1, 0, 0, 0, 3, 0]" , EA         ,            ,            ,            , ABC-MDM           ,                   ,              1,              0,              0,              0,              3,                     0, 0.9011111111111111,   6.520047736167908  , 0.41118202209472654
EA-ABC-FGMDM              , "[1, 0, 0, 0, 4, 0]" , EA         ,            ,            ,            , ABC-FGMDM         ,                   ,              1,              0,              0,              0,              4,                     0, 0.9266666666666667,   0.709985899925232  , 0.22715988159179687
EA-ABC-TS-LDA             , "[1, 0, 0, 0, 5, 0]" , EA         ,            ,            ,            , ABC-TS-LDA        ,                   ,              1,              0,              0,              0,              5,                     0, 0.8988888888888888,   0.9942217826843261 , 0.17059943675994874
EA-ABC-TS-LR              , "[1, 0, 0, 0, 6, 0]" , EA         ,            ,            ,            , ABC-TS-LR         ,                   ,              1,              0,              0,              0,              6,                     0, 0.9               ,  17.418816685676575  , 0.8798500776290894
EA-ABC-TS-GLM             , "[1, 0, 0, 0, 7, 0]" , EA         ,            ,            ,            , ABC-TS-GLM        ,                   ,              1,              0,              0,              0,              7,                     0, 0.9               ,  19.940798115730285  , 1.0808404207229614
EA-ABC-TS-SVM             , "[1, 0, 0, 0, 8, 0]" , EA         ,            ,            ,            , ABC-TS-SVM        ,                   ,              1,              0,              0,              0,              8,                     0, 0.8               ,   2.6133763790130615 , 0.2620122194290161
EA-ABC-TS-MIC-K-LDA       , "[1, 0, 0, 0, 9, 0]" , EA         ,            ,            ,            , ABC-TS-MIC-K-LDA  ,                   ,              1,              0,              0,              0,              9,                     0,                   ,                      ,  
EA-ABC-TS-MIC-K-LR        , "[1, 0, 0, 0, 10, 0]", EA         ,            ,            ,            , ABC-TS-MIC-K-LR   ,                   ,              1,              0,              0,              0,             10,                     0,                   ,                      ,  
EA-ABC-TS-MIC-K-SVM       , "[1, 0, 0, 0, 11, 0]", EA         ,            ,            ,            , ABC-TS-MIC-K-SVM  ,                   ,              1,              0,              0,              0,             11,                     0,                   ,                      ,  
EA-ABC-TS-MIC-P-LDA       , "[1, 0, 0, 0, 12, 0]", EA         ,            ,            ,            , ABC-TS-MIC-P-LDA  ,                   ,              1,              0,              0,              0,             12,                     0,                   ,                      ,  
EA-ABC-TS-MIC-P-LR        , "[1, 0, 0, 0, 13, 0]", EA         ,            ,            ,            , ABC-TS-MIC-P-LR   ,                   ,              1,              0,              0,              0,             13,                     0,                   ,                      ,  
EA-ABC-TS-MIC-P-SVM       , "[1, 0, 0, 0, 14, 0]", EA         ,            ,            ,            , ABC-TS-MIC-P-SVM  ,                   ,              1,              0,              0,              0,             14,                     0,                   ,                      ,  
EA-ABC-TS-PCA-LDA         , "[1, 0, 0, 0, 15, 0]", EA         ,            ,            ,            , ABC-TS-PCA-LDA    ,                   ,              1,              0,              0,              0,             15,                     0,                   ,                      ,  
EA-ABC-TS-PCA-LR          , "[1, 0, 0, 0, 16, 0]", EA         ,            ,            ,            , ABC-TS-PCA-LR     ,                   ,              1,              0,              0,              0,             16,                     0,                   ,                      ,  
EA-ABC-TS-PCA-SVM         , "[1, 0, 0, 0, 17, 0]", EA         ,            ,            ,            , ABC-TS-PCA-SVM    ,                   ,              1,              0,              0,              0,             17,                     0,                   ,                      ,  
EA-ABC-TS-LASSO-LDA       , "[1, 0, 0, 0, 18, 0]", EA         ,            ,            ,            , ABC-TS-LASSO-LDA  ,                   ,              1,              0,              0,              0,             18,                     0,                   ,                      ,  
EA-ABC-TS-LASSO-LR        , "[1, 0, 0, 0, 19, 0]", EA         ,            ,            ,            , ABC-TS-LASSO-LR   ,                   ,              1,              0,              0,              0,             19,                     0,                   ,                      ,  
EA-ABC-TS-LASSO-SVM       , "[1, 0, 0, 0, 20, 0]", EA         ,            ,            ,            , ABC-TS-LASSO-SVM  ,                   ,              1,              0,              0,              0,             20,                     0,                   ,                      ,  
EA-ABC-TS-RFE-LDA         , "[1, 0, 0, 0, 21, 0]", EA         ,            ,            ,            , ABC-TS-RFE-LDA    ,                   ,              1,              0,              0,              0,             21,                     0,                   ,                      ,  
EA-ABC-TS-RFE-LR          , "[1, 0, 0, 0, 22, 0]", EA         ,            ,            ,            , ABC-TS-RFE-LR     ,                   ,              1,              0,              0,              0,             22,                     0,                   ,                      ,  
EA-ABC-TS-RFE-SVM         , "[1, 0, 0, 0, 23, 0]", EA         ,            ,            ,            , ABC-TS-RFE-SVM    ,                   ,              1,              0,              0,              0,             23,                     0,                   ,                      ,  
EA-ABC-TS-RFECV-LDA       , "[1, 0, 0, 0, 24, 0]", EA         ,            ,            ,            , ABC-TS-RFECV-LDA  ,                   ,              1,              0,              0,              0,             24,                     0,                   ,                      ,  
EA-ABC-TS-RFECV-LR        , "[1, 0, 0, 0, 25, 0]", EA         ,            ,            ,            , ABC-TS-RFECV-LR   ,                   ,              1,              0,              0,              0,             25,                     0,                   ,                      ,  
EA-ABC-TS-RFECV-SVM       , "[1, 0, 0, 0, 26, 0]", EA         ,            ,            ,            , ABC-TS-RFECV-SVM  ,                   ,              1,              0,              0,              0,             26,                     0,                   ,                      ,  
EA-ABC-TS-ANOVA-K-LDA     , "[1, 0, 0, 0, 27, 0]", EA         ,            ,            ,            , ABC-TS-ANOVA-K-LDA,                   ,              1,              0,              0,              0,             27,                     0,                   ,                      ,  
EA-ABC-TS-ANOVA-K-LR      , "[1, 0, 0, 0, 28, 0]", EA         ,            ,            ,            , ABC-TS-ANOVA-K-LR ,                   ,              1,              0,              0,              0,             28,                     0,                   ,                      ,  
EA-ABC-TS-ANOVA-K-SVM     , "[1, 0, 0, 0, 29, 0]", EA         ,            ,            ,            , ABC-TS-ANOVA-K-SVM,                   ,              1,              0,              0,              0,             29,                     0,                   ,                      ,  
EA-ABC-TS-ANOVA-P-LDA     , "[1, 0, 0, 0, 30, 0]", EA         ,            ,            ,            , ABC-TS-ANOVA-P-LDA,                   ,              1,              0,              0,              0,             30,                     0,                   ,                      ,  
EA-ABC-TS-ANOVA-P-LR      , "[1, 0, 0, 0, 31, 0]", EA         ,            ,            ,            , ABC-TS-ANOVA-P-LR ,                   ,              1,              0,              0,              0,             31,                     0,                   ,                      ,  
EA-ABC-TS-ANOVA-P-SVM     , "[1, 0, 0, 0, 32, 0]", EA         ,            ,            ,            , ABC-TS-ANOVA-P-SVM,                   ,              1,              0,              0,              0,             32,                     0,                   ,                      ,  
EA-MDWM                   , "[1, 0, 0, 0, 33, 0]", EA         ,            ,            ,            , MDWM              ,                   ,              1,              0,              0,              0,             33,                     0, 0.8400000000000001,   0.5120652914047241 , 0.1911853313446045
EA-MEKT                   , "[1, 0, 0, 0, 34, 0]", EA         ,            ,            ,            , MEKT              ,                   ,              1,              0,              0,              0,             34,                     0, 0.9533333333333334,   2.0259628295898438 , 0.3515388011932373
EA-MEKT-LDA               , "[1, 0, 0, 0, 35, 0]", EA         ,            ,            ,            , MEKT-LDA          ,                   ,              1,              0,              0,              0,             35,                     0, 0.9555555555555555,   2.066437315940857  , 0.450948429107666
EA-MEKT-LR                , "[1, 0, 0, 0, 36, 0]", EA         ,            ,            ,            , MEKT-LR           ,                   ,              1,              0,              0,              0,             36,                     0, 0.9566666666666667,   2.4180832147598266 , 0.444330620765686
EA-MEKT-SVM               , "[1, 0, 0, 0, 37, 0]", EA         ,            ,            ,            , MEKT-SVM          ,                   ,              1,              0,              0,              0,             37,                     0, 0.8988888888888888,   2.445221519470215  , 0.47190051078796386
EA-MEKT-MLP               , "[1, 0, 0, 0, 38, 0]", EA         ,            ,            ,            , MEKT-MLP          ,                   ,              1,              0,              0,              0,             38,                     0, 0.9122222222222224,   2.5590062618255613 , 0.4507607460021973
EA-MEKT-MIC-K-LDA         , "[1, 0, 0, 0, 39, 0]", EA         ,            ,            ,            , MEKT-MIC-K-LDA    ,                   ,              1,              0,              0,              0,             39,                     0, 0.9555555555555555,   2.4656288623809814 , 0.45868444442749023
EA-MEKT-MIC-K-LR          , "[1, 0, 0, 0, 40, 0]", EA         ,            ,            ,            , MEKT-MIC-K-LR     ,                   ,              1,              0,              0,              0,             40,                     0, 0.9566666666666667,   2.4020761013031007 , 0.4242092132568359
EA-MEKT-MIC-K-SVM         , "[1, 0, 0, 0, 41, 0]", EA         ,            ,            ,            , MEKT-MIC-K-SVM    ,                   ,              1,              0,              0,              0,             41,                     0, 0.8988888888888888,   2.4361518383026124 , 0.4682921886444092
EA-MEKT-MIC-K-MLP         , "[1, 0, 0, 0, 42, 0]", EA         ,            ,            ,            , MEKT-MIC-K-MLP    ,                   ,              1,              0,              0,              0,             42,                     0, 0.918888888888889 ,   2.758790469169617  , 0.4983832359313965
EA-MEKT-MIC-P-LDA         , "[1, 0, 0, 0, 43, 0]", EA         ,            ,            ,            , MEKT-MIC-P-LDA    ,                   ,              1,              0,              0,              0,             43,                     0, 0.9177777777777779,   2.7064619302749633 , 0.4678976058959961
EA-MEKT-MIC-P-LR          , "[1, 0, 0, 0, 44, 0]", EA         ,            ,            ,            , MEKT-MIC-P-LR     ,                   ,              1,              0,              0,              0,             44,                     0, 0.9211111111111112,   2.6832523107528687 , 0.45678296089172366
EA-MEKT-MIC-P-SVM         , "[1, 0, 0, 0, 45, 0]", EA         ,            ,            ,            , MEKT-MIC-P-SVM    ,                   ,              1,              0,              0,              0,             45,                     0, 0.9022222222222224,   2.714046502113342  , 0.48380963802337645
EA-MEKT-MIC-P-MLP         , "[1, 0, 0, 0, 46, 0]", EA         ,            ,            ,            , MEKT-MIC-P-MLP    ,                   ,              1,              0,              0,              0,             46,                     0, 0.9011111111111111,   2.9019144058227537 , 0.4616451978683472
EA-MEKT-ANOVA-K-LDA       , "[1, 0, 0, 0, 47, 0]", EA         ,            ,            ,            , MEKT-ANOVA-K-LDA  ,                   ,              1,              0,              0,              0,             47,                     0, 0.9555555555555555,   2.5222482442855836 , 0.44799098968505857
EA-MEKT-ANOVA-K-LR        , "[1, 0, 0, 0, 48, 0]", EA         ,            ,            ,            , MEKT-ANOVA-K-LR   ,                   ,              1,              0,              0,              0,             48,                     0, 0.9566666666666667,   2.3777384996414184 , 0.4385388374328613
EA-MEKT-ANOVA-K-SVM       , "[1, 0, 0, 0, 49, 0]", EA         ,            ,            ,            , MEKT-ANOVA-K-SVM  ,                   ,              1,              0,              0,              0,             49,                     0, 0.8988888888888888,   2.305189538002014  , 0.43422226905822753
EA-MEKT-ANOVA-K-MLP       , "[1, 0, 0, 0, 50, 0]", EA         ,            ,            ,            , MEKT-ANOVA-K-MLP  ,                   ,              1,              0,              0,              0,             50,                     0, 0.9177777777777779,   2.512918496131897  , 0.44386727809906007
EA-MEKT-ANOVA-P-LDA       , "[1, 0, 0, 0, 51, 0]", EA         ,            ,            ,            , MEKT-ANOVA-P-LDA  ,                   ,              1,              0,              0,              0,             51,                     0, 0.9200000000000002,   2.4488261699676515 , 0.43910157680511475
EA-MEKT-ANOVA-P-LR        , "[1, 0, 0, 0, 52, 0]", EA         ,            ,            ,            , MEKT-ANOVA-P-LR   ,                   ,              1,              0,              0,              0,             52,                     0, 0.9255555555555557,   2.3285730361938475 , 0.4177782773971558
EA-MEKT-ANOVA-P-SVM       , "[1, 0, 0, 0, 53, 0]", EA         ,            ,            ,            , MEKT-ANOVA-P-SVM  ,                   ,              1,              0,              0,              0,             53,                     0, 0.9077777777777778,   2.3150163173675535 , 0.4526960372924805
EA-MEKT-ANOVA-P-MLP       , "[1, 0, 0, 0, 54, 0]", EA         ,            ,            ,            , MEKT-ANOVA-P-MLP  ,                   ,              1,              0,              0,              0,             54,                     0, 0.8944444444444445,   2.494586944580078  , 0.4061252593994141
EA-MEKT-PCA-LDA           , "[1, 0, 0, 0, 55, 0]", EA         ,            ,            ,            , MEKT-PCA-LDA      ,                   ,              1,              0,              0,              0,             55,                     0, 0.9488888888888889,   2.368292808532715  , 0.44613497257232665
EA-MEKT-PCA-LR            , "[1, 0, 0, 0, 56, 0]", EA         ,            ,            ,            , MEKT-PCA-LR       ,                   ,              1,              0,              0,              0,             56,                     0, 0.9511111111111111,   2.4097399711608887 , 0.44692914485931395
EA-MEKT-PCA-SVM           , "[1, 0, 0, 0, 57, 0]", EA         ,            ,            ,            , MEKT-PCA-SVM      ,                   ,              1,              0,              0,              0,             57,                     0, 0.8988888888888888,   2.4270325660705567 , 0.4597132205963135
EA-MEKT-PCA-MLP           , "[1, 0, 0, 0, 58, 0]", EA         ,            ,            ,            , MEKT-PCA-MLP      ,                   ,              1,              0,              0,              0,             58,                     0, 0.9077777777777778,   2.6510664224624634 , 0.42400665283203126
EA-MEKT-LASSO-LDA         , "[1, 0, 0, 0, 59, 0]", EA         ,            ,            ,            , MEKT-LASSO-LDA    ,                   ,              1,              0,              0,              0,             59,                     0, 0.9433333333333334,   2.361276865005493  , 0.4839774608612061
EA-MEKT-LASSO-LR          , "[1, 0, 0, 0, 60, 0]", EA         ,            ,            ,            , MEKT-LASSO-LR     ,                   ,              1,              0,              0,              0,             60,                     0, 0.9411111111111111,   2.376723790168762  , 0.44200079441070556
EA-MEKT-LASSO-SVM         , "[1, 0, 0, 0, 61, 0]", EA         ,            ,            ,            , MEKT-LASSO-SVM    ,                   ,              1,              0,              0,              0,             61,                     0, 0.9166666666666667,   2.4723489761352537 , 0.4523171901702881
EA-MEKT-LASSO-MLP         , "[1, 0, 0, 0, 62, 0]", EA         ,            ,            ,            , MEKT-LASSO-MLP    ,                   ,              1,              0,              0,              0,             62,                     0, 0.9200000000000002,   2.544129824638367  , 0.41428561210632325
EA-MEKT-RFE-LDA           , "[1, 0, 0, 0, 63, 0]", EA         ,            ,            ,            , MEKT-RFE-LDA      ,                   ,              1,              0,              0,              0,             63,                     0, 0.9555555555555555,   2.4276204109191895 , 0.4293870449066162
EA-MEKT-RFE-LR            , "[1, 0, 0, 0, 64, 0]", EA         ,            ,            ,            , MEKT-RFE-LR       ,                   ,              1,              0,              0,              0,             64,                     0, 0.9566666666666667,   2.3389516115188598 , 0.4841130495071411
EA-MEKT-RFE-SVM           , "[1, 0, 0, 0, 65, 0]", EA         ,            ,            ,            , MEKT-RFE-SVM      ,                   ,              1,              0,              0,              0,             65,                     0, 0.8988888888888888,   2.4436888217926027 , 0.46481544971466066
EA-MEKT-RFE-MLP           , "[1, 0, 0, 0, 66, 0]", EA         ,            ,            ,            , MEKT-RFE-MLP      ,                   ,              1,              0,              0,              0,             66,                     0, 0.918888888888889 ,   2.5242992639541626 , 0.4188406944274902
EA-MEKT-RFECV-LDA         , "[1, 0, 0, 0, 67, 0]", EA         ,            ,            ,            , MEKT-RFECV-LDA    ,                   ,              1,              0,              0,              0,             67,                     0, 0.9477777777777778,   2.676293158531189  , 0.41973347663879396
EA-MEKT-RFECV-LR          , "[1, 0, 0, 0, 68, 0]", EA         ,            ,            ,            , MEKT-RFECV-LR     ,                   ,              1,              0,              0,              0,             68,                     0, 0.9477777777777778,   2.5755462884902953 , 0.4017512321472168
EA-MEKT-RFECV-SVM         , "[1, 0, 0, 0, 69, 0]", EA         ,            ,            ,            , MEKT-RFECV-SVM    ,                   ,              1,              0,              0,              0,             69,                     0, 0.9255555555555557,   2.855565071105957  , 0.42371866703033445
EA-MEKT-RFECV-MLP         , "[1, 0, 0, 0, 70, 0]", EA         ,            ,            ,            , MEKT-RFECV-MLP    ,                   ,              1,              0,              0,              0,             70,                     0, 0.9244444444444445,   2.9173264026641847 , 0.44481964111328126
RA-RKNN                   , "[2, 0, 0, 0, 1, 0]" , RA         ,            ,            ,            , RKNN              ,                   ,              2,              0,              0,              0,              1,                     0, 0.8733333333333334,   0.24703047275543213, 2.281543016433716
RA-RKSVM                  , "[2, 0, 0, 0, 2, 0]" , RA         ,            ,            ,            , RKSVM             ,                   ,              2,              0,              0,              0,              2,                     0, 0.9077777777777778,   0.5845714569091797 , 0.27696177959442136
RA-ABC-MDM                , "[2, 0, 0, 0, 3, 0]" , RA         ,            ,            ,            , ABC-MDM           ,                   ,              2,              0,              0,              0,              3,                     0, 0.9044444444444444,   6.624107694625854  , 0.45400702953338623
RA-ABC-FGMDM              , "[2, 0, 0, 0, 4, 0]" , RA         ,            ,            ,            , ABC-FGMDM         ,                   ,              2,              0,              0,              0,              4,                     0, 0.9255555555555557,   0.8237156867980957 , 0.26207425594329836
RA-ABC-TS-LDA             , "[2, 0, 0, 0, 5, 0]" , RA         ,            ,            ,            , ABC-TS-LDA        ,                   ,              2,              0,              0,              0,              5,                     0, 0.9033333333333335,   1.0412971735000611 , 0.2204796552658081
RA-ABC-TS-LR              , "[2, 0, 0, 0, 6, 0]" , RA         ,            ,            ,            , ABC-TS-LR         ,                   ,              2,              0,              0,              0,              6,                     0, 0.9133333333333334,  19.265528750419616  , 0.9202617883682251
RA-ABC-TS-GLM             , "[2, 0, 0, 0, 7, 0]" , RA         ,            ,            ,            , ABC-TS-GLM        ,                   ,              2,              0,              0,              0,              7,                     0, 0.9133333333333334,  18.013441801071167  , 0.9316248893737793
RA-ABC-TS-SVM             , "[2, 0, 0, 0, 8, 0]" , RA         ,            ,            ,            , ABC-TS-SVM        ,                   ,              2,              0,              0,              0,              8,                     0, 0.8455555555555554,   3.7326810359954834 , 0.3307727098464966
RA-ABC-TS-MIC-K-LDA       , "[2, 0, 0, 0, 9, 0]" , RA         ,            ,            ,            , ABC-TS-MIC-K-LDA  ,                   ,              2,              0,              0,              0,              9,                     0,                   ,                      ,  
RA-ABC-TS-MIC-K-LR        , "[2, 0, 0, 0, 10, 0]", RA         ,            ,            ,            , ABC-TS-MIC-K-LR   ,                   ,              2,              0,              0,              0,             10,                     0,                   ,                      ,  
RA-ABC-TS-MIC-K-SVM       , "[2, 0, 0, 0, 11, 0]", RA         ,            ,            ,            , ABC-TS-MIC-K-SVM  ,                   ,              2,              0,              0,              0,             11,                     0,                   ,                      ,  
RA-ABC-TS-MIC-P-LDA       , "[2, 0, 0, 0, 12, 0]", RA         ,            ,            ,            , ABC-TS-MIC-P-LDA  ,                   ,              2,              0,              0,              0,             12,                     0,                   ,                      ,  
RA-ABC-TS-MIC-P-LR        , "[2, 0, 0, 0, 13, 0]", RA         ,            ,            ,            , ABC-TS-MIC-P-LR   ,                   ,              2,              0,              0,              0,             13,                     0,                   ,                      ,  
RA-ABC-TS-MIC-P-SVM       , "[2, 0, 0, 0, 14, 0]", RA         ,            ,            ,            , ABC-TS-MIC-P-SVM  ,                   ,              2,              0,              0,              0,             14,                     0,                   ,                      ,  
RA-ABC-TS-PCA-LDA         , "[2, 0, 0, 0, 15, 0]", RA         ,            ,            ,            , ABC-TS-PCA-LDA    ,                   ,              2,              0,              0,              0,             15,                     0,                   ,                      ,  
RA-ABC-TS-PCA-LR          , "[2, 0, 0, 0, 16, 0]", RA         ,            ,            ,            , ABC-TS-PCA-LR     ,                   ,              2,              0,              0,              0,             16,                     0,                   ,                      ,  
RA-ABC-TS-PCA-SVM         , "[2, 0, 0, 0, 17, 0]", RA         ,            ,            ,            , ABC-TS-PCA-SVM    ,                   ,              2,              0,              0,              0,             17,                     0,                   ,                      ,  
RA-ABC-TS-LASSO-LDA       , "[2, 0, 0, 0, 18, 0]", RA         ,            ,            ,            , ABC-TS-LASSO-LDA  ,                   ,              2,              0,              0,              0,             18,                     0,                   ,                      ,  
RA-ABC-TS-LASSO-LR        , "[2, 0, 0, 0, 19, 0]", RA         ,            ,            ,            , ABC-TS-LASSO-LR   ,                   ,              2,              0,              0,              0,             19,                     0,                   ,                      ,  
RA-ABC-TS-LASSO-SVM       , "[2, 0, 0, 0, 20, 0]", RA         ,            ,            ,            , ABC-TS-LASSO-SVM  ,                   ,              2,              0,              0,              0,             20,                     0,                   ,                      ,  
RA-ABC-TS-RFE-LDA         , "[2, 0, 0, 0, 21, 0]", RA         ,            ,            ,            , ABC-TS-RFE-LDA    ,                   ,              2,              0,              0,              0,             21,                     0,                   ,                      ,  
RA-ABC-TS-RFE-LR          , "[2, 0, 0, 0, 22, 0]", RA         ,            ,            ,            , ABC-TS-RFE-LR     ,                   ,              2,              0,              0,              0,             22,                     0,                   ,                      ,  
RA-ABC-TS-RFE-SVM         , "[2, 0, 0, 0, 23, 0]", RA         ,            ,            ,            , ABC-TS-RFE-SVM    ,                   ,              2,              0,              0,              0,             23,                     0,                   ,                      ,  
RA-ABC-TS-RFECV-LDA       , "[2, 0, 0, 0, 24, 0]", RA         ,            ,            ,            , ABC-TS-RFECV-LDA  ,                   ,              2,              0,              0,              0,             24,                     0,                   ,                      ,  
RA-ABC-TS-RFECV-LR        , "[2, 0, 0, 0, 25, 0]", RA         ,            ,            ,            , ABC-TS-RFECV-LR   ,                   ,              2,              0,              0,              0,             25,                     0,                   ,                      ,  
RA-ABC-TS-RFECV-SVM       , "[2, 0, 0, 0, 26, 0]", RA         ,            ,            ,            , ABC-TS-RFECV-SVM  ,                   ,              2,              0,              0,              0,             26,                     0,                   ,                      ,  
RA-ABC-TS-ANOVA-K-LDA     , "[2, 0, 0, 0, 27, 0]", RA         ,            ,            ,            , ABC-TS-ANOVA-K-LDA,                   ,              2,              0,              0,              0,             27,                     0,                   ,                      ,  
RA-ABC-TS-ANOVA-K-LR      , "[2, 0, 0, 0, 28, 0]", RA         ,            ,            ,            , ABC-TS-ANOVA-K-LR ,                   ,              2,              0,              0,              0,             28,                     0,                   ,                      ,  
RA-ABC-TS-ANOVA-K-SVM     , "[2, 0, 0, 0, 29, 0]", RA         ,            ,            ,            , ABC-TS-ANOVA-K-SVM,                   ,              2,              0,              0,              0,             29,                     0,                   ,                      ,  
RA-ABC-TS-ANOVA-P-LDA     , "[2, 0, 0, 0, 30, 0]", RA         ,            ,            ,            , ABC-TS-ANOVA-P-LDA,                   ,              2,              0,              0,              0,             30,                     0,                   ,                      ,  
RA-ABC-TS-ANOVA-P-LR      , "[2, 0, 0, 0, 31, 0]", RA         ,            ,            ,            , ABC-TS-ANOVA-P-LR ,                   ,              2,              0,              0,              0,             31,                     0,                   ,                      ,  
RA-ABC-TS-ANOVA-P-SVM     , "[2, 0, 0, 0, 32, 0]", RA         ,            ,            ,            , ABC-TS-ANOVA-P-SVM,                   ,              2,              0,              0,              0,             32,                     0,                   ,                      ,  
RA-MDWM                   , "[2, 0, 0, 0, 33, 0]", RA         ,            ,            ,            , MDWM              ,                   ,              2,              0,              0,              0,             33,                     0, 0.8311111111111111,   0.5296250581741333 , 0.21182653903961182
RA-MEKT                   , "[2, 0, 0, 0, 34, 0]", RA         ,            ,            ,            , MEKT              ,                   ,              2,              0,              0,              0,             34,                     0, 0.9522222222222222,   2.1718201875686645 , 0.35571823120117185
RA-MEKT-LDA               , "[2, 0, 0, 0, 35, 0]", RA         ,            ,            ,            , MEKT-LDA          ,                   ,              2,              0,              0,              0,             35,                     0, 0.9544444444444444,   2.4459431886672975 , 0.5052368640899658
RA-MEKT-LR                , "[2, 0, 0, 0, 36, 0]", RA         ,            ,            ,            , MEKT-LR           ,                   ,              2,              0,              0,              0,             36,                     0, 0.9566666666666667,   2.4877963304519652 , 0.4409113168716431
RA-MEKT-SVM               , "[2, 0, 0, 0, 37, 0]", RA         ,            ,            ,            , MEKT-SVM          ,                   ,              2,              0,              0,              0,             37,                     0, 0.8988888888888888,   2.3843918085098266 , 0.42234148979187014
RA-MEKT-MLP               , "[2, 0, 0, 0, 38, 0]", RA         ,            ,            ,            , MEKT-MLP          ,                   ,              2,              0,              0,              0,             38,                     0, 0.9166666666666667,   2.508470892906189  , 0.41856703758239744
RA-MEKT-MIC-K-LDA         , "[2, 0, 0, 0, 39, 0]", RA         ,            ,            ,            , MEKT-MIC-K-LDA    ,                   ,              2,              0,              0,              0,             39,                     0, 0.9544444444444444,   2.5054410219192507 , 0.4628444194793701
RA-MEKT-MIC-K-LR          , "[2, 0, 0, 0, 40, 0]", RA         ,            ,            ,            , MEKT-MIC-K-LR     ,                   ,              2,              0,              0,              0,             40,                     0, 0.9566666666666667,   2.6513128519058227 , 0.4416337013244629
RA-MEKT-MIC-K-SVM         , "[2, 0, 0, 0, 41, 0]", RA         ,            ,            ,            , MEKT-MIC-K-SVM    ,                   ,              2,              0,              0,              0,             41,                     0, 0.8988888888888888,   2.5937039375305178 , 0.4295034408569336
RA-MEKT-MIC-K-MLP         , "[2, 0, 0, 0, 42, 0]", RA         ,            ,            ,            , MEKT-MIC-K-MLP    ,                   ,              2,              0,              0,              0,             42,                     0, 0.9233333333333335,   2.4803046226501464 , 0.44405207633972166
RA-MEKT-MIC-P-LDA         , "[2, 0, 0, 0, 43, 0]", RA         ,            ,            ,            , MEKT-MIC-P-LDA    ,                   ,              2,              0,              0,              0,             43,                     0, 0.9155555555555557,   2.524129033088684  , 0.46084692478179934
RA-MEKT-MIC-P-LR          , "[2, 0, 0, 0, 44, 0]", RA         ,            ,            ,            , MEKT-MIC-P-LR     ,                   ,              2,              0,              0,              0,             44,                     0, 0.9177777777777779,   2.3263838052749635 , 0.410271430015564
RA-MEKT-MIC-P-SVM         , "[2, 0, 0, 0, 45, 0]", RA         ,            ,            ,            , MEKT-MIC-P-SVM    ,                   ,              2,              0,              0,              0,             45,                     0, 0.9022222222222223,   2.3396517276763915 , 0.41792449951171873
RA-MEKT-MIC-P-MLP         , "[2, 0, 0, 0, 46, 0]", RA         ,            ,            ,            , MEKT-MIC-P-MLP    ,                   ,              2,              0,              0,              0,             46,                     0, 0.9044444444444444,   2.7410499095916747 , 0.4816987752914429
RA-MEKT-ANOVA-K-LDA       , "[2, 0, 0, 0, 47, 0]", RA         ,            ,            ,            , MEKT-ANOVA-K-LDA  ,                   ,              2,              0,              0,              0,             47,                     0, 0.9544444444444444,   2.366747188568115  , 0.44773504734039304
RA-MEKT-ANOVA-K-LR        , "[2, 0, 0, 0, 48, 0]", RA         ,            ,            ,            , MEKT-ANOVA-K-LR   ,                   ,              2,              0,              0,              0,             48,                     0, 0.9566666666666667,   2.5469210863113405 , 0.44139785766601564
RA-MEKT-ANOVA-K-SVM       , "[2, 0, 0, 0, 49, 0]", RA         ,            ,            ,            , MEKT-ANOVA-K-SVM  ,                   ,              2,              0,              0,              0,             49,                     0, 0.8988888888888888,   2.4119781494140624 , 0.44224159717559813
